Key,Source,Context,Changes,English,French,German,Klingon,Spanish
txName_Cabinet_range,painting,txGroupDecoration,New,Cabinet Counter range,Cabinet Counter range,Kochplatten,,
txName_Cabinet_side,painting,txGroupDecoration,New,Cabinet red side,Cabinet red side,,,
txName_Cabinet_side2,painting,txGroupDecoration,New,Cabinet red side counter,Cabinet red side counter,,,
txName_Cabinet_top,painting,txGroupDecoration,New,Cabinet red Doors,Cabinet red Doors,,,
txName_Cardboard_sides,painting,txGroupDecoration,New,Cardboard box side,Cardboard box side,,,
txName_Cardboard_top,painting,txGroupDecoration,New,Cardboard box top,Cardboard box top,,,
txName_Chaulkboard,painting,txGroupDecoration,New,Chalkboard,Chalkboard,,,
txName_Cold_beer,painting,txGroupDecoration,New,Cold Beer sign,Cold Beer sign,,,
txName_Fridge_stainless,painting,txGroupDecoration,New,Fridge stainless top,Fridge stainless top,,,
txName_Fridge_stainless_bottom,painting,txGroupDecoration,New,Fridge stainless bottom,Fridge stainless bottom,,,
txName_Glass_industrial,painting,txGroupDecoration,New,Glass industrial 1,Glass industrial 1,,,
txName_Glass_industrial02,painting,txGroupDecoration,New,Glass industrial 2,Glass industrial 2,,,
txName_Glass_opaque,painting,txGroupDecoration,New,Glass opaque,Glass opaque,,,
txName_Granite_sink,painting,txGroupDecoration,New,Cabinet granite sink,Cabinet granite sink,,,
txName_Gravestone1,painting,txGroupDecoration,New,Gravestone,Gravestone,,,
txName_Medicine_cabinet,painting,txGroupDecoration,New,Medicine cabinet,Medicine cabinet,,,
txName_Painting01,painting,txGroupDecoration,New,Painting (tree),Painting (tree),,,
txName_Painting02,painting,txGroupDecoration,New,Painting (lake house),Painting (lake house),,,
txName_Pillcase,painting,txGroupDecoration,New,Pillcase,Pillcase,,,
txName_Storage_ammo,painting,txGroupDecoration,New,Storage ammo,Storage ammo,,,
txName_Storage_building,painting,txGroupDecoration,New,Storage building,Storage building,,,
txName_Storage_explosives,painting,txGroupDecoration,New,Storage explosives,Storage explosives,,,
txName_Storage_food,painting,txGroupDecoration,New,Storage food,Storage food,,,
txName_Storage_generic,painting,txGroupDecoration,New,Storage crate,Storage crate,,,
txName_Storage_health,painting,txGroupDecoration,New,Storage medical,Storage medical,,,
txName_Storage_weapons,painting,txGroupDecoration,New,Storage weapons,Storage weapons,,,
txName_Supply_crate,painting,txGroupDecoration,New,Shipping crate,Shipping crate,,,
txName_Wall_oven,painting,txGroupDecoration,New,Wall oven,Wall oven,,,
txName_Brick,painting,txGroupFaux,New,Brick 1,Brick 1,,,
txName_Brick_decayed,painting,txGroupFaux,New,Brick decayed,Brick decayed,,,
txName_Brick_pavers,painting,txGroupFaux,New,Brick pavers,Brick pavers,,,
txName_Brick01,painting,txGroupFaux,New,Brick 2,Brick 2,,,
txName_Curb_grass,painting,txGroupFaux,New,Curb grass,Curb grass,,,
txName_Curb_plainsgrass,painting,txGroupFaux,New,Curb plainsgrass,Curb plainsgrass,,,
txName_Dead_grass,painting,txGroupFaux,New,Dead grass,Dead grass,,,
txName_Paintedbrick,painting,txGroupFaux,New,Brick Painted,Brick Painted,,,
txName_Tanbrick,painting,txGroupFaux,New,Brick Tan 1,Brick Tan 1,,,
txName_Tanbrick02,painting,txGroupFaux,New,Brick Tan 2,Brick Tan 2,,,
txName_Adobe_peach,painting,txGroupMasonry,New,Adobe peach,Adobe peach,,,
txName_Adobe_tan,painting,txGroupMasonry,New,Adobe tan,Adobe tan,,,
txName_Adobe_trim_white,painting,txGroupMasonry,New,Adobe trim white,Adobe trim white,,,
txName_Adobe_white,painting,txGroupMasonry,New,Adobe white,Adobe white,,,
txName_Cobblestone,painting,txGroupMasonry,New,Cobblestone,Cobblestone,,,
txName_Concrete,painting,txGroupMasonry,New,Concrete,Concrete,,,
txName_Concrete_block,painting,txGroupMasonry,New,Concrete blocks,Concrete blocks,,,
txName_Concrete_reinforced,painting,txGroupMasonry,New,Reinforced Concrete,Reinforced Concrete,,,
txName_Concrete_trim,painting,txGroupMasonry,New,Concrete trim 1,Concrete trim 1,,,
txName_Concrete_trim2,painting,txGroupMasonry,New,Concrete trim 2,Concrete trim 2,,,
txName_Concrete_trim3,painting,txGroupMasonry,New,Concrete trim 3,Concrete trim 3,,,
txName_Concrete_white,painting,txGroupMasonry,New,Concrete white,Concrete white,,,
txName_Curb_wasteland,painting,txGroupMasonry,New,Curb wasteland,Curb wasteland,,,
txName_Drywall,painting,txGroupMasonry,New,Drywall,Drywall,,,
txName_Drywall_tan,painting,txGroupMasonry,New,Drywall tan,Drywall tan,,,
txName_Drywall_tan_baseboard,painting,txGroupMasonry,New,Drywall tan baseboard,Drywall tan baseboard,,,
txName_Flagstone,painting,txGroupMasonry,New,Flagstone,Flagstone,,,
txName_Granite,painting,txGroupMasonry,New,Cabinet Granite,Cabinet Granite,,,
txName_GraniteBlack,painting,txGroupMasonry,New,Black Granite,Black Granite,,,
txName_Gravel,painting,txGroupMasonry,New,Gravel,Gravel,,,
txName_Plaster,painting,txGroupMasonry,New,Plaster,Plaster,,,
txName_Sidewalk_wasteland,painting,txGroupMasonry,New,Sidewalk cracked,Sidewalk cracked,,,
txName_Corregated_metal,painting,txGroupMetal,New,Metal Corrugated,Metal Corrugated,,,
txName_Duct_soft,painting,txGroupMetal,New,Metal Duct soft,Metal Duct soft,,,
txName_Fridge_stainless_side,painting,txGroupMetal,New,Metal stainless steel,Metal stainless steel,,,
txName_Green_rusty_metal,painting,txGroupMetal,New,Metal rusty Green,Metal rusty Green,,,
txName_Metal_base,painting,txGroupMetal,New,Metal basic,Metal basic,,,
txName_Metal_plate_wall,painting,txGroupMetal,New,Metal plate wall,Metal plate wall,,,
txName_Metal_rivet,painting,txGroupMetal,New,Metal Riveted,Metal Riveted,,,
txName_Pipe_metal,painting,txGroupMetal,New,Metal Pipe,Metal Pipe,,,
txName_Pipe_metal2,painting,txGroupMetal,New,Metal Pipe 2,Metal Pipe 2,,,
txName_Reinforced_metal_plate_wall,painting,txGroupMetal,New,Metal Reinforced,Metal Reinforced,,,
txName_Rusty_metal_base,painting,txGroupMetal,New,Metal Rusty,Metal Rusty,,,
txName_Steel_floor,painting,txGroupMetal,New,Metal Steel floor,Metal Steel floor,,,
txName_Steel_wall,painting,txGroupMetal,New,Metal Steel wall,Metal Steel wall,,,
txName_Taupe_metal,painting,txGroupMetal,New,Metal Taupe,Metal Taupe,,,
txName_Tread_plate,painting,txGroupMetal,New,Metal Tread plate,Metal Tread plate,,,
txName_Ventilation_duct,painting,txGroupMetal,New,Metal Ventilation duct,Metal Ventilation duct,,,
txName_Window_plug04,painting,txGroupMetal,New,Metal Window plug 4,Metal Window plug 4,,,
txName_Wrought_iron_metal,painting,txGroupMetal,New,Metal Wrought iron,Metal Wrought iron,,,
txName_Beercooler_sides,painting,txGroupPainted,New,Beer cooler side,Beer cooler side,,,
txName_Concrete_blue,painting,txGroupPainted,New,Concrete blue,Concrete blue,,,
txName_Concrete_brown,painting,txGroupPainted,New,Concrete brown,Concrete brown,,,
txName_Concrete_camo,painting,txGroupPainted,New,Camo Woodland,Camo Woodland,,,
txName_Concrete_dark_grey,painting,txGroupPainted,New,Concrete dark grey,Concrete dark grey,,,
txName_Concrete_dark_red,painting,txGroupPainted,New,Concrete dark red,Concrete dark red,,,
txName_Concrete_green,painting,txGroupPainted,New,Concrete green,Concrete green,,,
txName_Concrete_grey,painting,txGroupPainted,New,Concrete grey,Concrete grey,,,
txName_Concrete_orange,painting,txGroupPainted,New,Concrete orange,Concrete orange,,,
txName_Concrete_pink,painting,txGroupPainted,New,Concrete pink,Concrete pink,,,
txName_Concrete_purple,painting,txGroupPainted,New,Concrete purple,Concrete purple,,,
txName_Concrete_red,painting,txGroupPainted,New,Concrete red,Concrete red,,,
txName_Concrete_yellow,painting,txGroupPainted,New,Concrete yellow,Concrete yellow,,,
txName_Drywall_blue,painting,txGroupPainted,New,Drywall blue,Drywall blue,,,
txName_Drywall_orange,painting,txGroupPainted,New,Drywall orange,Drywall orange,,,
txName_Painting01_trim,painting,txGroupPainted,New,Painting Frame trim,Painting Frame trim,Bilderrahmen Seite,,
txName_Pillcase_side,painting,txGroupPainted,New,Pillcase side,Pillcase side,,,
txName_Smokestack_red,painting,txGroupPainted,New,Metal red,Metal red,,,
txName_Smokestack_white,painting,txGroupPainted,New,Metal white,Metal white,,,
txName_Awning1,painting,txGroupWallCovering,New,Awning Red,Awning Red,,,
txName_Awning2,painting,txGroupWallCovering,New,Awning Tan,Awning Tan,,,
txName_Awning3,painting,txGroupWallCovering,New,Awning Green,Awning Green,,,
txName_Cabinet_old_counter,painting,txGroupWallCovering,New,Cabinet old counter,Cabinet old counter,,,
txName_Carpet1,painting,txGroupWallCovering,New,Carpet 1,Carpet 1,,,
txName_Carpet2,painting,txGroupWallCovering,New,Carpet 2,Carpet 2,,,
txName_Carpet3,painting,txGroupWallCovering,New,Carpet 3,Carpet 3,,,
txName_Carpet4,painting,txGroupWallCovering,New,Carpet 4,Carpet 4,,,
txName_Drop_ceiling01,painting,txGroupWallCovering,New,Drop ceiling 1,Drop ceiling 1,,,
txName_Drop_ceiling02,painting,txGroupWallCovering,New,Drop ceiling 2,Drop ceiling 2,,,
txName_Drywall_ceiling,painting,txGroupWallCovering,New,Drywall ceiling white,Drywall ceiling white,,,
txName_Drywall_creme,painting,txGroupWallCovering,New,Drywall creme,Drywall creme,,,
txName_Drywall_creme_baseboard,painting,txGroupWallCovering,New,Drywall creme baseboard,Drywall creme baseboard,,,
txName_Fur_rug,painting,txGroupWallCovering,New,Fur rug,Fur rug,,,
txName_Plaster_green_baseboard,painting,txGroupWallCovering,New,Plaster green baseboard,Plaster green baseboard,,,
txName_Plaster_green_middle,painting,txGroupWallCovering,New,Plaster green middle,Plaster green middle,,,
txName_Plaster_green_top,painting,txGroupWallCovering,New,Plaster green top,Plaster green top,,,
txName_Rug01,painting,txGroupWallCovering,New,Rug 1,Rug 1,,,
txName_Tile_floor1,painting,txGroupWallCovering,New,Tile floor 1,Tile floor 1,,,
txName_Tile_floor2,painting,txGroupWallCovering,New,Tile floor 2,Tile floor 2,,,
txName_Tile_floor3,painting,txGroupWallCovering,New,Tile floor 3,Tile floor 3,,,
txName_Tile_floor4,painting,txGroupWallCovering,New,Tile floor white,Tile floor white,,,
txName_Tile_floor5,painting,txGroupWallCovering,New,Tile floor brown,Tile floor brown,,,
txName_Tile_industrial,painting,txGroupWallCovering,New,Tile floor 6,Tile floor 6,,,
txName_Tile_Marble_Grey,painting,txGroupWallCovering,New,Grey Marble,Grey Marble,,,
txName_Asphalt,painting,txGroupWood,New,Asphalt,Asphalt,,,
txName_Barnwood,painting,txGroupWood,New,Barn wood,Barn wood,,,
txName_Blue_metal_roof,painting,txGroupWood,New,Blue metal roof,Blue metal roof,,,
txName_Clay_roof,painting,txGroupWood,New,Clay roof,Clay roof,,,
txName_Fence_wood,painting,txGroupWood,New,Wood Fence,Wood Fence,,,
txName_Garage_door1,painting,txGroupWood,New,Garage door 1,Garage door 1,,,
txName_Green_metal_roof,painting,txGroupWood,New,Green metal roof,Green metal roof,,,
txName_Log_cabin,painting,txGroupWood,New,Wood Siding Log cabin,Wood Siding Log cabin,,,
txName_Orange_metal_roof,painting,txGroupWood,New,Orange metal roof,Orange metal roof,,,
txName_Plywood,painting,txGroupWood,New,Plywood,Plywood,,,
txName_Reinforced_wood,painting,txGroupWood,New,Reinforced wood,Reinforced wood,,,
txName_Reinforced_wood_metal,painting,txGroupWood,New,Metal reinforced wood,Metal reinforced wood,,,
txName_Rough_cut_wood,painting,txGroupWood,New,Rough cut wood,Rough cut wood,,,
txName_Shingles_asphalt,painting,txGroupWood,New,Shingles asphalt,Shingles asphalt,,,
txName_Shingles_old,painting,txGroupWood,New,Shingles old,Shingles old,,,
txName_Shingles_wood,painting,txGroupWood,New,Shingles wood,Shingles wood,,,
txName_Shutters1,painting,txGroupWood,New,Shutters,Shutters,,,
txName_Siding_blue,painting,txGroupWood,New,Wood Siding blue,Wood Siding blue,,,
txName_Siding_green,painting,txGroupWood,New,Wood Siding green,Wood Siding green,,,
txName_Siding_tan,painting,txGroupWood,New,Wood Siding tan,Wood Siding tan,,,
txName_Siding_white,painting,txGroupWood,New,Wood Siding white,Wood Siding white,,,
txName_Siding_white_burnt,painting,txGroupWood,New,Burnt Wood Siding white,Burnt Wood Siding white,,,
txName_Siding_yellow,painting,txGroupWood,New,Wood Siding yellow,Wood Siding yellow,,,
txName_Treetrunk_cut,painting,txGroupWood,New,Treetrunk cut,Treetrunk cut,,,
txName_Treetrunk_pine,painting,txGroupWood,New,Treetrunk pine,Treetrunk pine,,,
txName_Window_plug,painting,txGroupWood,New,Window plug 1,Window plug 1,,,
txName_Wood_barricade,painting,txGroupWood,New,Wood Siding white 2,Wood Siding white 2,,,
txName_Wood_barricade02,painting,txGroupWood,New,Wood barricade,Wood barricade,,,
txName_Wood_fence,painting,txGroupWood,New,Wood fence,Wood fence,,,
txName_Wood_old,painting,txGroupWood,New,Wood old,Wood old,,,
txName_Wood_osb,painting,txGroupWood,New,Wood osb,Wood osb,,,
txName_Wood_painted1,painting,txGroupWood,New,Wood painted 1,Wood painted 1,,,
txName_Wood_painted2,painting,txGroupWood,New,Wood painted 2,Wood painted 2,,,
txName_Wood_painted3,painting,txGroupWood,New,Wood painted 3,Wood painted 3,,,
txName_Woodfloor01,painting,txGroupWood,New,Red Wood,Red Wood,,,
txName_WoodPaneling_burnt,painting,txGroupWood,New,Burnt Wood Paneling,Burnt Wood Paneling,,,
barter,progression,Perk,New,Barter,Barter,,,
barterDesc,progression,Perk,New,サバイバル技術は何もクラフト技術だけではありません。お得に売り買いできる交渉術も大切です。,Reduce the cost of goods and sell them for more Dukes by improving this skill.,,,
breakingAndEntering,progression,Perk,New,Breaking And Entering,Breaking And Entering,,,
breakingAndEnteringDesc,progression,Perk,New,ドアや壁をより素早く無に帰すことが出来る破壊の美学に目覚めます。,...but mostly breaking. Get better at smashing doors or walls with clubs or a sledgehammer.,,,
ChemStationPerk,progression,Perk,New,Chemistry Station,Chemistry Station,,,
chemStationPerkDesc,progression,Perk,New,化学薬品調合台(Chemistry Station)のレシピを覚えます。,Unlocks the chemistry station recipe.,,,
lockpicking,progression,Perk,New,Lock Picking,Lock Picking,,,
lockpickingDesc,progression,Perk,New,永遠の眠りについた住民を起すこと無くドアが開けられるようになります。,Open locks without alerting deceased home-owners.,,,
paintGroupDesc,progression,Perk,New,このスキルは購入できません。雑誌を見つけたら読んでペイントの新しい色柄を学んでください。,This skill cannot be purchased with skill points. Find and read magazines to unlock additional painting options.,,,
secretStash,progression,Perk,New,Secret Stash,Secret Stash,,,
secretStashDesc,progression,Perk,New,あなたがトレーダーから認められれば、特別なアイテムを取り扱ってくれます。,By increasing this perk traders will show you more and better items from their Secret Stash.,,,
badMechanic,progression,Skill,New,Bad Mechanic,Bad Mechanic,Einseitiger Mechaniker,,
badMechanicDesc,progression,Skill,New,あなたは破壊を望んでいないのでしょうが、ツールで分解する際に多くのものを手に入れることができるようになります。,Putting things back together has never been your strong point but you get more useful items when taking them apart. Receive more resources when harvesting with construction tools.,Dinge zerlegen kannst du gut. Zusammenbauen... weniger. Sammle mehr mit Bauwerkzeugen.,,
rentVendingMachine,service,Service,New,Rent Vending Machine,Rent Vending Machine,,,
rentVendingMachineDesc,service,Service,New,This allows you to rent a vending machine for a single game month. The time displayed will be shown in real time units.,This allows you to rent a vending machine for a single game month. The time displayed will be shown in real time units.,,,
auth_Banned,UI,AuthenticationMessages,New,You are banned until {0},You are banned until {0},Du bist bis {0} gebannt.,,Eres expulsado hasta {0}.
auth_DuplicatePlayerID,UI,AuthenticationMessages,New,Your Steam account is already playing on this server!,Your Steam account is already playing on this server!,,,
auth_DuplicatePlayerName,UI,AuthenticationMessages,New,The player name '{0}' already exits on the server! Please choose a different one,The player name '{0}' already exits on the server! Please choose a different one,Den Spielernamen „{0}“ gibt es bereits auf diesem Server! Bitte wähle einen anderen Namen,,El nombre de jugador '{0}' ya existe en este servidor. Elige uno diferente.
auth_EmptyNameOrPlayerID,UI,AuthenticationMessages,New,Your player name may not be empty!,Your player name may not be empty!,,,
auth_InvalidAuthTicket,UI,AuthenticationMessages,New,Your authentication data is invalid!,Your authentication data is invalid!,,,
auth_InvalidSteamID,UI,AuthenticationMessages,New,Your SteamID is invalid!,Your SteamID is invalid!,,,
auth_ManualKick,UI,AuthenticationMessages,New,You have been kicked.,You have been kicked.,,,
auth_messageTitle,UI,AuthenticationMessages,New,Server disconnected you:,Server disconnected you:,Verbindung zum Server wurde unterbrochen:,,El servidor se ha desconectado:
auth_NotOnWhitelist,UI,AuthenticationMessages,New,You are not on the whitelist of the server!,You are not on the whitelist of the server!,Du bist nicht auf der weißen Liste dieses Servers!,,No estás en la lista blanca de este servidor.
auth_PlayerLimitExceeded,UI,AuthenticationMessages,New,Too many players on the server! Allowed: {0},Too many players on the server! Allowed: {0},Zu viele Spieler auf dem Server! Zugelassen: {0},,¡Demasiados jugadores en el servidor! Permitidos: {0}
auth_PlayerLimitExceededNonVIP,UI,AuthenticationMessages,New,All non-reserved slots on this server are already in use! Non-reserved slots: {0},All non-reserved slots on this server are already in use! Non-reserved slots: {0},,,
auth_unknown,UI,AuthenticationMessages,New,Unknown reason. Please report this incident on the official forum.,Unknown reason. Please report this incident on the official forum.,,,
auth_VersionMismatch,UI,AuthenticationMessages,New,Game Version Mismatch: you have '{0}' and server has '{1}',Game Version Mismatch: you have '{0}' and server has '{1}',Unterschiedliche Versionen des Spiels: Du hast „{0}“ und der Server hat „{1}“,,Incompatibilidad de versión: tú tienes la '{0}' y el servidor la '{1}'.
authstate_authenticated,UI,AuthenticationMessages,New,Receiving game data ...,Receiving game data ...,,,
authstate_eac,UI,AuthenticationMessages,New,Waiting for EAC verification ...,Waiting for EAC verification ...,,,
authstate_steam,UI,AuthenticationMessages,New,Waiting for Steam verification ...,Waiting for Steam verification ...,,,
eacauth_ban_restricted,UI,AuthenticationMessages,New,Kicked by EAC: You are banned until {0}!,Kicked by EAC: You are banned until {0}!,,,
eacauth_ban_unrestricted,UI,AuthenticationMessages,New,Kicked by EAC: You are banned!,Kicked by EAC: You are banned!,,,
eacauth_ClientAuthenticationFailed,UI,AuthenticationMessages,New,Kicked by EAC: Authentication failed.,Kicked by EAC: Authentication failed.,,,
eacauth_ClientBanned,UI,AuthenticationMessages,New,Kicked by EAC: Banned account.,Kicked by EAC: Banned account.,,,
eacauth_ClientDisconnected,UI,AuthenticationMessages,New,Kicked by EAC: Communication to client module lost.,Kicked by EAC: Communication to client module lost.,,,
eacauth_ClientViolation,UI,AuthenticationMessages,New,Kicked by EAC: File or process integrity violation detected!,Kicked by EAC: File or process integrity violation detected!,,,
eacauth_message,UI,AuthenticationMessages,New,EAC message: {0},EAC message: {0},,,
eacauth_unknown,UI,AuthenticationMessages,New,EAC kicked you for an unknown reason. Please report this incident on the official forum.,EAC kicked you for an unknown reason. Please report this incident on the official forum.,,,
steamauth_k_EAuthSessionResponseAuthTicketCanceled,UI,AuthenticationMessages,New,Steam kicked you: Your authentication has become invalid. Maybe your Steam client lost connection to the network.,Steam kicked you: Your authentication has become invalid. Maybe your Steam client lost connection to the network.,,,
steamauth_k_EAuthSessionResponseAuthTicketInvalid,UI,AuthenticationMessages,New,Steam kicked you: Your authentication data is invalid!,Steam kicked you: Your authentication data is invalid!,,,
steamauth_k_EAuthSessionResponseAuthTicketInvalidAlreadyUsed,UI,AuthenticationMessages,New,Steam kicked you: Your authentication has already been used!,Steam kicked you: Your authentication has already been used!,,,
steamauth_k_EAuthSessionResponseLoggedInElseWhere,UI,AuthenticationMessages,New,Steam kicked you: Your account is logged in and playing a game on another machine.,Steam kicked you: Your account is logged in and playing a game on another machine.,,,
steamauth_k_EAuthSessionResponseNoLicenseOrExpired,UI,AuthenticationMessages,New,Steam kicked you: You do not have a valid license for 7 Days To Die.,Steam kicked you: You do not have a valid license for 7 Days To Die.,,,
steamauth_k_EAuthSessionResponsePublisherIssuedBan,UI,AuthenticationMessages,New,Steam kicked you: Your account has been banned from the game!,Steam kicked you: Your account has been banned from the game!,,,
steamauth_k_EAuthSessionResponseUserNotConnectedToSteam,UI,AuthenticationMessages,New,Steam kicked you: Steam client is not fully connected. Try restarting the Steam client.,Steam kicked you: Steam client is not fully connected. Try restarting the Steam client.,,,
steamauth_k_EAuthSessionResponseVACBanned,UI,AuthenticationMessages,New,Steam kicked you: Your account is banned by VAC.,Steam kicked you: Your account is banned by VAC.,,,
steamauth_k_EAuthSessionResponseVACCheckTimedOut,UI,AuthenticationMessages,New,Steam kicked you: Checking your VAC status timed out.,Steam kicked you: Checking your VAC status timed out.,,,
steamauth_k_EBeginAuthSessionResultDuplicateRequest,UI,AuthenticationMessages,New,Steam kicked you: Your authentication data is no longer valid!,Steam kicked you: Your authentication data is no longer valid!,,,
steamauth_k_EBeginAuthSessionResultExpiredTicket,UI,AuthenticationMessages,New,Steam kicked you: Your authentication data has expired!,Steam kicked you: Your authentication data has expired!,,,
steamauth_k_EBeginAuthSessionResultGameMismatch,UI,AuthenticationMessages,New,Steam kicked you: Your authentication data is from a different game!,Steam kicked you: Your authentication data is from a different game!,,,
steamauth_k_EBeginAuthSessionResultInvalidTicket,UI,AuthenticationMessages,New,Steam kicked you: Your authentication data is invalid!,Steam kicked you: Your authentication data is invalid!,,,
steamauth_k_EBeginAuthSessionResultInvalidVersion,UI,AuthenticationMessages,New,Steam kicked you: You run an invalid game version!,Steam kicked you: You run an invalid game version!,,,
steamauth_unknown,UI,AuthenticationMessages,New,Steam kicked you for an unknown reason. Please report this incident on the official forum.,Steam kicked you for an unknown reason. Please report this incident on the official forum.,,,
msgConnectingToServer,UI,Game loading,New,Connecting to server {0} ...,Connecting to server {0} ...,,,
msgConnectingToServerCancel,UI,Game loading,New,(Press ESC to cancel),(Press ESC to cancel),,,
msgGeneratingDistantTerrain,UI,Game loading,New,Generating Distant Terrain,Generating Distant Terrain,,,
msgLoadingUI,UI,Game loading,New,Loading UI,Loading UI,,,
uiLoadCreatingPlayer,UI,Game loading,New,Creating player...,Creating player...,,,
uiLoadCreatingWorld,UI,Game loading,New,Initializing world...,Initializing world...,,,
uiLoadLoadingXml,UI,Game loading,New,Loading game data...,Loading game data...,,,
uiLoadStartingGame,UI,Game loading,New,Starting game...,Starting game...,,,
uiLoadWaitingForServer,UI,Game loading,New,Waiting for server...,Waiting for server...,,,
lblContextActionAdd,UI,Item Context Menu,New,Add,Add,,,
lblContextActionMix,UI,Item Context Menu,New,Mix,Mix,,,
lblContextActionPrice,UI,Item Context Menu,New,Price ({0}%),Price ({0}%),,,
lblContextActionRent,UI,Item Context Menu,New,Rent,Rent,,,
lblContextActionReset,UI,Item Context Menu,New,Reset,Reset,,,
lblContextActionSell,UI,Item Context Menu,New,売る,Sell,,,
lblAttributeElectricalProtection,UI,Item Info,New,Electrical,Electrical,Elektrizität,,
lblAttributeMaterialGroup,UI,Item Info,New,Material Group,Material Group,,,
lblBasePrice,UI,Item Info,New,標準価格,Base Price,,,
lblBundleFormat,UI,Item Info,New,{0} per {1},{0} per {1},,,
mmLblErrorConnectionDeniedTitle,UI,Main Menu,New,The server denied your connection,The server denied your connection,Der Server hat deine Verbindung nicht erlaubt,,
mmLblErrorConnectionFailed,UI,Main Menu,New,Connection to server failed,Connection to server failed,Verbindung zum Server fehlgeschlagen,,
mmLblErrorSocketFailure,UI,Main Menu,New,Starting the server failed. Probably another program is already using one of the game ports ({0}).,Starting the server failed. Probably another program is already using one of the game ports ({0}).,Starten des Servers fehlgeschlagen. Wahrscheinlich belegt bereits ein anderes Programm die Ports des Spiels ({0}).,,
mmLblErrorUnknown,UI,Main Menu,New,Starting server failed. Error code: {0},Starting server failed. Error code: {0},Starten des Servers fehlgeschlagen. Fehlercode: {0},,
mmLblErrorWrongPassword,UI,Main Menu,New,Wrong password,Wrong password,Ungültiges Passwort,,
btnCollect,UI,Menu,New,Collect,Collect,,,
goBloodMoonEnemyCount,UI,Menu,New,Blood Moon Count,Blood Moon Count,,,
goBloodMoonEnemyCountDesc,UI,Menu,New,This sets the number of zombies per player on blood moon hordes.,This sets the number of zombies per player on blood moon hordes.,,,
goEnemies,UI,Menu,New,{0} Enemies,{0} Enemies,,,
goPlayerKillingMode,UI,Menu,New,Player Killing,Player Killing,,,
goPlayerKillingModeDesc,UI,Menu,New,Here you can set which other players a player can harm and kill. Allies and strangers means players who are / are not invited and accepted as someone's ingame allies.,Here you can set which other players a player can harm and kill. Allies and strangers means players who are / are not invited and accepted as someone's ingame allies.,,,
goPlayerKillingModeKillAlliesOnly,UI,Menu,New,Kill Allies Only,Kill Allies Only,,,
goPlayerKillingModeKillEveryone,UI,Menu,New,Kill Everyone,Kill Everyone,,,
goPlayerKillingModeKillStrangersOnly,UI,Menu,New,Kill Strangers Only,Kill Strangers Only,,,
goPlayerKillingModeNoKilling,UI,Menu,New,No Killing,No Killing,,,
lblAbortBinding,UI,Menu,New,Press ESC to abort\nPress Backspace to remove current binding,Press ESC to abort\nPress Backspace to remove current binding,,,
lblCurrentBinding,UI,Menu,New,Currently assigned button:\n{0},Currently assigned button:\n{0},,,
lblInterfaceSensitiviy,UI,Menu,New,Interface sensitivity:,Interface sensitivity:,Menüempfindlichkeit:,,
lblNewBinding,UI,Menu,New,Press the button you want to assign to:\n{0},Press the button you want to assign to:\n{0},,,
lblUMATextureQuality,UI,Menu,New,UMA Texture Quality,UMA Texture Quality,,,
lblWaterParticleLimiter,UI,Menu,New,Particle Limiter,Water Particles:,,,
useSwitchLightOff,UI,Menu,New,<{0}> Switch light off,<{0}> Switch light off,,,
useSwitchLightOn,UI,Menu,New,<{0}> Switch light on,<{0}> Switch light on,,,
xuiBuyPrice,UI,Menu,New,Buy Price,Buy Price,,,
xuiEmptyVendingMachine,UI,Menu,New,Empty Vending Machine,Empty Vending Machine,,,
xuiGameDays,UI,Menu,New,Game Day(s),Game Day(s),,,
xuiGameTime,UI,Menu,New,Game Time,Game Time,,,
xuiGeneralStock,UI,Menu,New,General Stock,General Stock,,,
xuiNoSellPrice,UI,Menu,New,No Sell Price,No Sell Price,,,
xuiProductName,UI,Menu,New,Product Name,Product Name,,,
xuiRealTime,UI,Menu,New,Real Time,Real Time,,,
xuiRestock,UI,Menu,New,Restock,Restock,,,
xuiSecretStash,UI,Menu,New,Secret Stash,Secret Stash,,,
xuiSellPrice,UI,Menu,New,売値,Sell Price:,,,
xuiSkillLockPickChance,UI,Menu,New,鍵開けﾁｬﾝｽ,Lock Pick Chance,,,
xuiVendingWithOwner,UI,Menu,New,Vending Machine - {0},Vending Machine - {0},,,
lblShowPassword,UI,Password Dialog,New,Show Password,Show Password,,,
browserBloodMoonEnemyCount,UI,Server Browser,New,Blood Moon Count,Blood Moon Count,,,
lblCategoryPainting,UI,Tooltip,New,Painting,Painting,,,
lblCategoryScience,UI,Tooltip,New,化学,Science,,,
lblCategorySecretStash,UI,Tooltip,New,Secret Stash,Secret Stash,,,
lblCategorySpecialItems,UI,Tooltip,New,Special Items,Special Items,,,
lblSortContainer,UI,Tooltip,New,Sort Container,Sort Container,,,
lblSortInventory,UI,Tooltip,New,Sort Inventory,Sort Inventory,,,
npcTooltipTalk,UI,Tooltip,New,Press <{0}> to talk to {1},Press <{0}> to talk to {1},,,
ttAlreadyRentingVM,UI,Tooltip,New,You already have a vending machine rented.,You already have a vending machine rented.,,,
ttCannotSellItem,UI,Tooltip,New,I'm not interested in that item.,I'm not interested in that item.,,,
ttCanOnlySellAmount,UI,Tooltip,New,I can only buy {0} of that item.,I can only buy {0} of that item.,,,
